FALSE POSITIVE REPORT
======================================================================

Model: D:\VoiceHelper\wakeword_training\lenya\lenya.onnx
Negative directory: D:\VoiceHelper\wakeword_training\lenya\lenya\negative_test
Total files: 1000

STATISTICS
----------------------------------------------------------------------
Average: 0.826833
Median: 0.955460
Maximum: 0.969140
Minimum: 0.000000
Score >= 0.9: 777/1000
  80. score=0.965012 duration=2.35s file=9743156000000.wav
  81. score=0.964999 duration=3.60s file=9650312000000.wav
  82. score=0.964993 duration=3.66s file=9708546000000.wav
  83. score=0.964988 duration=2.33s file=9636593000000.wav
  84. score=0.964875 duration=3.08s file=9764250000000.wav
  85. score=0.964865 duration=3.55s file=9639421000000.wav
  86. score=0.964865 duration=3.96s file=9791265000000.wav
  87. score=0.964821 duration=3.63s file=9733796000000.wav
  88. score=0.964814 duration=2.51s file=9767609000000.wav
  89. score=0.964766 duration=3.75s file=9768312000000.wav
  90. score=0.964719 duration=3.76s file=9825656000000.wav
  91. score=0.964709 duration=3.72s file=9747500000000.wav
  92. score=0.964685 duration=3.66s file=9692968000000.wav
  93. score=0.964677 duration=3.55s file=9731296000000.wav
  94. score=0.964592 duration=2.44s file=9813515000000.wav
  95. score=0.964572 duration=2.53s file=9830031000000.wav
  96. score=0.964539 duration=3.59s file=9622000000000.wav
  97. score=0.964507 duration=3.61s file=9690718000000.wav
  98. score=0.964469 duration=3.80s file=9726718000000.wav
  99. score=0.964444 duration=3.56s file=9775328000000.wav
 100. score=0.964440 duration=3.80s file=9780046000000.wav
 101. score=0.964413 duration=3.48s file=9652531000000.wav
 102. score=0.964341 duration=2.36s file=9660750000000.wav
 103. score=0.964327 duration=2.37s file=9625609000000.wav
 104. score=0.964315 duration=3.15s file=9711296000000.wav
 105. score=0.964313 duration=3.76s file=9809468000000.wav
 106. score=0.964233 duration=3.62s file=9704078000000.wav
 107. score=0.964222 duration=2.04s file=9651687000000.wav
 108. score=0.964165 duration=3.55s file=9697375000000.wav
 109. score=0.964142 duration=2.35s file=9632171000000.wav
 110. score=0.964054 duration=2.35s file=9657281000000.wav
 111. score=0.963965 duration=2.60s file=9822656000000.wav
 112. score=0.963963 duration=2.35s file=9630015000000.wav
 113. score=0.963960 duration=3.82s file=9793484000000.wav
 114. score=0.963934 duration=2.22s file=9781437000000.wav
 115. score=0.963883 duration=3.89s file=9802578000000.wav
 116. score=0.963854 duration=2.40s file=9746750000000.wav
 117. score=0.963848 duration=2.38s file=9640968000000.wav
 118. score=0.963820 duration=3.48s file=9630687000000.wav
 119. score=0.963816 duration=2.31s file=9778015000000.wav
 120. score=0.963765 duration=3.49s file=9607125000000.wav
 121. score=0.963709 duration=2.10s file=9716890000000.wav
 122. score=0.963707 duration=2.06s file=9678468000000.wav
 123. score=0.963691 duration=2.65s file=9786125000000.wav
 124. score=0.963657 duration=3.81s file=9756765000000.wav
 125. score=0.963622 duration=2.31s file=9695468000000.wav
 126. score=0.963609 duration=2.01s file=9612718000000.wav
 127. score=0.963602 duration=2.41s file=9602218000000.wav
 128. score=0.963599 duration=3.75s file=9784562000000.wav
 129. score=0.963551 duration=2.59s file=9654265000000.wav
 130. score=0.963507 duration=3.58s file=9677140000000.wav
 131. score=0.963480 duration=2.53s file=9712343000000.wav
 132. score=0.963478 duration=2.32s file=9621375000000.wav
 133. score=0.963437 duration=3.75s file=9827906000000.wav
 134. score=0.963423 duration=3.81s file=9777671000000.wav
 135. score=0.963418 duration=2.48s file=9827671000000.wav
 136. score=0.963412 duration=2.39s file=9619218000000.wav
 137. score=0.963400 duration=3.51s file=9624125000000.wav
 138. score=0.963351 duration=2.45s file=9706062000000.wav
 139. score=0.963339 duration=2.39s file=9705625000000.wav
 140. score=0.963286 duration=2.10s file=9636421000000.wav
 141. score=0.963267 duration=2.44s file=9751328000000.wav
 142. score=0.963256 duration=3.74s file=9706281000000.wav
 143. score=0.963234 duration=2.35s file=9600078000000.wav
 144. score=0.963230 duration=2.00s file=9638562000000.wav
 145. score=0.963221 duration=2.51s file=9758875000000.wav
 146. score=0.963217 duration=2.47s file=9733015000000.wav
 147. score=0.963163 duration=2.93s file=9720546000000.wav
 148. score=0.963122 duration=2.19s file=9758218000000.wav
 149. score=0.963101 duration=2.40s file=9724265000000.wav
 150. score=0.963089 duration=2.52s file=9744406000000.wav
 151. score=0.963048 duration=2.90s file=9620406000000.wav
 152. score=0.963014 duration=2.48s file=9689953000000.wav
 153. score=0.963010 duration=2.95s file=9635578000000.wav
 154. score=0.962996 duration=2.51s file=9730609000000.wav
 155. score=0.962955 duration=2.44s file=9680890000000.wav
 156. score=0.962938 duration=1.96s file=9602031000000.wav
 157. score=0.962916 duration=2.53s file=9779312000000.wav
 158. score=0.962896 duration=2.39s file=9656750000000.wav
 159. score=0.962895 duration=2.41s file=9761140000000.wav
 160. score=0.962887 duration=3.68s file=9713046000000.wav
 161. score=0.962885 duration=3.70s file=9782312000000.wav
 162. score=0.962852 duration=3.82s file=9788984000000.wav
 163. score=0.962838 duration=3.52s file=9688453000000.wav
 164. score=0.962835 duration=3.91s file=9773046000000.wav
 165. score=0.962816 duration=2.46s file=9688234000000.wav
 166. score=0.962802 duration=3.72s file=9738296000000.wav
 167. score=0.962778 duration=1.95s file=9608406000000.wav
 168. score=0.962749 duration=2.40s file=9735359000000.wav
 169. score=0.962741 duration=2.76s file=9637750000000.wav
 170. score=0.962728 duration=2.36s file=9608562000000.wav
 171. score=0.962707 duration=2.82s file=9820609000000.wav
 172. score=0.962706 duration=3.89s file=9816562000000.wav
 173. score=0.962691 duration=2.31s file=9667296000000.wav
 174. score=0.962668 duration=2.80s file=9784109000000.wav
 175. score=0.962654 duration=2.81s file=9614031000000.wav
 176. score=0.962611 duration=3.84s file=9759093000000.wav
 177. score=0.962543 duration=3.10s file=9731843000000.wav
 178. score=0.962532 duration=2.46s file=9694484000000.wav
 179. score=0.962522 duration=1.99s file=9664953000000.wav
 180. score=0.962519 duration=2.41s file=9759421000000.wav
 181. score=0.962504 duration=2.54s file=9777421000000.wav
 182. score=0.962502 duration=2.57s file=9795125000000.wav
 183. score=0.962484 duration=3.73s file=9763718000000.wav
 184. score=0.962472 duration=2.69s file=9801890000000.wav
 185. score=0.962443 duration=2.38s file=9819171000000.wav
 186. score=0.962426 duration=2.39s file=9704875000000.wav
 187. score=0.962409 duration=2.52s file=9775109000000.wav
 188. score=0.962408 duration=2.38s file=9649640000000.wav
 189. score=0.962396 duration=2.01s file=9647265000000.wav
 190. score=0.962391 duration=2.57s file=9829546000000.wav
 191. score=0.962357 duration=1.94s file=9649468000000.wav
 192. score=0.962342 duration=2.58s file=9806359000000.wav
 193. score=0.962327 duration=2.43s file=9665140000000.wav
 194. score=0.962324 duration=3.76s file=9823359000000.wav
 195. score=0.962306 duration=2.86s file=9605437000000.wav
 196. score=0.962266 duration=2.54s file=9742125000000.wav
 197. score=0.962259 duration=2.86s file=9765531000000.wav
 198. score=0.962253 duration=2.44s file=9707859000000.wav
 199. score=0.962242 duration=2.98s file=9722781000000.wav
 200. score=0.962143 duration=2.36s file=9630468000000.wav
 201. score=0.962137 duration=2.48s file=9687656000000.wav
 202. score=0.962129 duration=2.48s file=9678656000000.wav
 203. score=0.962120 duration=2.60s file=9781625000000.wav
 204. score=0.962084 duration=1.97s file=9621187000000.wav
 205. score=0.962068 duration=2.60s file=9831890000000.wav
 206. score=0.962065 duration=2.38s file=9721593000000.wav
 207. score=0.962027 duration=2.87s file=9806578000000.wav
 208. score=0.962021 duration=2.28s file=9627812000000.wav
 209. score=0.962005 duration=2.54s file=9774640000000.wav
 210. score=0.961989 duration=2.19s file=9788125000000.wav
 211. score=0.961967 duration=2.62s file=9824937000000.wav
 212. score=0.961952 duration=2.33s file=9651875000000.wav
 213. score=0.961927 duration=3.02s file=9778234000000.wav
 214. score=0.961924 duration=2.46s file=9723828000000.wav
 215. score=0.961859 duration=2.23s file=9603140000000.wav
 216. score=0.961857 duration=3.72s file=9832593000000.wav
 217. score=0.961845 duration=2.40s file=9690421000000.wav
 218. score=0.961838 duration=2.46s file=9676937000000.wav
 219. score=0.961830 duration=2.52s file=9765781000000.wav
 220. score=0.961784 duration=2.59s file=9790546000000.wav
 221. score=0.961778 duration=2.37s file=9632625000000.wav
 222. score=0.961758 duration=2.62s file=9772343000000.wav
 223. score=0.961749 duration=2.61s file=9792812000000.wav
 224. score=0.961740 duration=2.37s file=9761687000000.wav
 225. score=0.961734 duration=2.23s file=9794937000000.wav
 226. score=0.961725 duration=2.26s file=9600531000000.wav
 227. score=0.961695 duration=2.62s file=9758406000000.wav
 228. score=0.961693 duration=2.15s file=9609500000000.wav
 229. score=0.961683 duration=3.09s file=9828468000000.wav
 230. score=0.961661 duration=2.37s file=9669453000000.wav
 231. score=0.961628 duration=2.47s file=9683640000000.wav
 232. score=0.961625 duration=2.41s file=9702156000000.wav
 233. score=0.961607 duration=1.94s file=9743843000000.wav
 234. score=0.961602 duration=2.62s file=9788312000000.wav
 235. score=0.961588 duration=2.45s file=9739828000000.wav
 236. score=0.961572 duration=2.65s file=9751546000000.wav
 237. score=0.961571 duration=2.50s file=9760687000000.wav
 238. score=0.961558 duration=2.33s file=9729359000000.wav
 239. score=0.961546 duration=2.88s file=9829781000000.wav
 240. score=0.961533 duration=2.93s file=9727250000000.wav
 241. score=0.961495 duration=2.55s file=9683171000000.wav
 242. score=0.961485 duration=2.66s file=9769906000000.wav
 243. score=0.961483 duration=2.51s file=9793265000000.wav
 244. score=0.961470 duration=2.21s file=9644093000000.wav
 245. score=0.961456 duration=2.30s file=9645281000000.wav
 246. score=0.961444 duration=2.45s file=9634359000000.wav
 247. score=0.961398 duration=2.37s file=9631437000000.wav
 248. score=0.961385 duration=2.00s file=9751140000000.wav
 249. score=0.961373 duration=2.09s file=9797171000000.wav
 250. score=0.961369 duration=2.86s file=9770156000000.wav
 251. score=0.961357 duration=3.75s file=9811890000000.wav
 252. score=0.961352 duration=2.82s file=9628984000000.wav
 253. score=0.961326 duration=2.44s file=9658531000000.wav
 254. score=0.961323 duration=1.81s file=9664625000000.wav
 255. score=0.961250 duration=2.41s file=9728296000000.wav
 256. score=0.961248 duration=2.06s file=9735171000000.wav
 257. score=0.961219 duration=2.28s file=9688734000000.wav
 258. score=0.961217 duration=1.93s file=9667109000000.wav
 259. score=0.961210 duration=2.41s file=9606421000000.wav
 260. score=0.961209 duration=2.48s file=9784343000000.wav
 261. score=0.961148 duration=2.24s file=9817921000000.wav
 262. score=0.961057 duration=2.44s file=9726031000000.wav
 263. score=0.961024 duration=2.24s file=9661718000000.wav
 264. score=0.960977 duration=2.93s file=9818390000000.wav
 265. score=0.960975 duration=2.51s file=9701187000000.wav
 266. score=0.960952 duration=2.50s file=9826453000000.wav
 267. score=0.960881 duration=2.58s file=9788765000000.wav
 268. score=0.960847 duration=2.37s file=9645718000000.wav
 269. score=0.960839 duration=2.47s file=9827234000000.wav
 270. score=0.960838 duration=2.57s file=9602421000000.wav
 271. score=0.960836 duration=2.37s file=9638750000000.wav
 272. score=0.960818 duration=2.33s file=9617093000000.wav
 273. score=0.960799 duration=2.18s file=9659531000000.wav
 274. score=0.960782 duration=2.17s file=9815671000000.wav
 275. score=0.960774 duration=2.04s file=9741937000000.wav
 276. score=0.960769 duration=2.33s file=9677437000000.wav
 277. score=0.960763 duration=3.88s file=9830265000000.wav
 278. score=0.960751 duration=2.90s file=9793031000000.wav
 279. score=0.960729 duration=2.44s file=9821375000000.wav
 280. score=0.960716 duration=2.38s file=9623468000000.wav
 281. score=0.960706 duration=2.89s file=9618250000000.wav
 282. score=0.960690 duration=2.64s file=9815859000000.wav
 283. score=0.960663 duration=2.44s file=9770984000000.wav
 284. score=0.960655 duration=2.38s file=9677906000000.wav
 285. score=0.960627 duration=2.60s file=9660968000000.wav
 286. score=0.960616 duration=2.40s file=9816890000000.wav
 287. score=0.960610 duration=3.72s file=9786781000000.wav
 288. score=0.960600 duration=2.98s file=9704609000000.wav
 289. score=0.960564 duration=2.67s file=9683406000000.wav
 290. score=0.960556 duration=2.12s file=9721406000000.wav
 291. score=0.960547 duration=3.04s file=9700156000000.wav
 292. score=0.960539 duration=2.28s file=9663453000000.wav
 293. score=0.960532 duration=2.81s file=9825187000000.wav
 294. score=0.960520 duration=2.94s file=9709078000000.wav
 295. score=0.960518 duration=2.51s file=9820843000000.wav
 296. score=0.960513 duration=2.54s file=9719328000000.wav
 297. score=0.960484 duration=2.22s file=9626609000000.wav
 298. score=0.960479 duration=2.45s file=9780359000000.wav
 299. score=0.960467 duration=1.92s file=9623296000000.wav
 300. score=0.960455 duration=2.45s file=9809781000000.wav
 301. score=0.960439 duration=2.84s file=9774859000000.wav
 302. score=0.960422 duration=2.24s file=9668281000000.wav
 303. score=0.960422 duration=2.33s file=9610703000000.wav
 304. score=0.960387 duration=2.26s file=9618046000000.wav
 305. score=0.960380 duration=2.91s file=9688937000000.wav
 306. score=0.960326 duration=2.91s file=9706796000000.wav
 307. score=0.960304 duration=2.24s file=9624437000000.wav
 308. score=0.960282 duration=2.93s file=9777156000000.wav
 309. score=0.960277 duration=1.78s file=9668937000000.wav
 310. score=0.960243 duration=2.87s file=9802125000000.wav
 311. score=0.960240 duration=2.18s file=9666078000000.wav
 312. score=0.960191 duration=2.97s file=9738812000000.wav
 313. score=0.960121 duration=2.18s file=9663968000000.wav
 314. score=0.960111 duration=2.32s file=9637546000000.wav
 315. score=0.960110 duration=2.43s file=9825984000000.wav
 316. score=0.960106 duration=2.53s file=9768093000000.wav
 317. score=0.960078 duration=2.02s file=9689781000000.wav
 318. score=0.960011 duration=2.91s file=9799843000000.wav
 319. score=0.959981 duration=2.95s file=9826203000000.wav
 320. score=0.959968 duration=2.81s file=9744625000000.wav
 321. score=0.959957 duration=2.96s file=9781843000000.wav
 322. score=0.959947 duration=2.15s file=9779109000000.wav
 323. score=0.959944 duration=2.96s file=9760906000000.wav
 324. score=0.959937 duration=2.33s file=9606906000000.wav
 325. score=0.959865 duration=2.95s file=9650843000000.wav
 326. score=0.959852 duration=1.87s file=9693937000000.wav
 327. score=0.959804 duration=2.44s file=9717078000000.wav
 328. score=0.959789 duration=1.96s file=9625437000000.wav
 329. score=0.959787 duration=2.18s file=9607421000000.wav
 330. score=0.959758 duration=3.02s file=9789531000000.wav
 331. score=0.959755 duration=2.44s file=9696703000000.wav
 332. score=0.959708 duration=3.04s file=9713578000000.wav
 333. score=0.959701 duration=2.02s file=9815312000000.wav
 334. score=0.959680 duration=2.64s file=9783875000000.wav
 335. score=0.959666 duration=2.38s file=9743640000000.wav
 336. score=0.959630 duration=2.38s file=9699406000000.wav
 337. score=0.959600 duration=2.33s file=9734125000000.wav
 338. score=0.959591 duration=3.03s file=9817078000000.wav
 339. score=0.959557 duration=2.46s file=9809234000000.wav
 340. score=0.959546 duration=2.26s file=9715671000000.wav
 341. score=0.959531 duration=2.97s file=9702359000000.wav
 342. score=0.959521 duration=2.98s file=9725000000000.wav
 343. score=0.959517 duration=2.43s file=9715093000000.wav
 344. score=0.959471 duration=3.01s file=9791781000000.wav
 345. score=0.959437 duration=2.80s file=9733312000000.wav
 346. score=0.959428 duration=3.05s file=9823890000000.wav
 347. score=0.959375 duration=2.46s file=9814562000000.wav
 348. score=0.959342 duration=2.67s file=9811109000000.wav
 349. score=0.959309 duration=2.90s file=9691250000000.wav
 350. score=0.959297 duration=2.08s file=9680703000000.wav
 351. score=0.959291 duration=2.33s file=9670843000000.wav
 352. score=0.959223 duration=1.83s file=9748500000000.wav
 353. score=0.959203 duration=1.93s file=9711781000000.wav
 354. score=0.959159 duration=2.41s file=9735843000000.wav
 355. score=0.959149 duration=2.18s file=9601046000000.wav
 356. score=0.959103 duration=2.40s file=9692750000000.wav
 357. score=0.959098 duration=2.51s file=9806828000000.wav
 358. score=0.959068 duration=2.36s file=9604312000000.wav
 359. score=0.959053 duration=2.44s file=9807875000000.wav
 360. score=0.959047 duration=2.23s file=9615437000000.wav
 361. score=0.959037 duration=3.09s file=9775859000000.wav
 362. score=0.959021 duration=2.43s file=9818656000000.wav
 363. score=0.959006 duration=2.84s file=9788531000000.wav
 364. score=0.958976 duration=2.18s file=9646250000000.wav
 365. score=0.958956 duration=1.79s file=9657984000000.wav
 366. score=0.958898 duration=2.37s file=9679078000000.wav
 367. score=0.958679 duration=2.44s file=9747265000000.wav
 368. score=0.958676 duration=2.41s file=9685906000000.wav
 369. score=0.958668 duration=2.37s file=9740890000000.wav
 370. score=0.958661 duration=3.01s file=9773609000000.wav
 371. score=0.958620 duration=2.25s file=9661203000000.wav
 372. score=0.958603 duration=2.90s file=9607609000000.wav
 373. score=0.958596 duration=2.73s file=9699140000000.wav
 374. score=0.958584 duration=2.40s file=9719796000000.wav
 375. score=0.958563 duration=2.28s file=9628781000000.wav
 376. score=0.958541 duration=2.45s file=9656296000000.wav
 377. score=0.958538 duration=2.46s file=9766328000000.wav
 378. score=0.958524 duration=2.98s file=9695687000000.wav
 379. score=0.958501 duration=2.43s file=9795593000000.wav
 380. score=0.958466 duration=2.36s file=9744890000000.wav
 381. score=0.958465 duration=2.76s file=9678843000000.wav
 382. score=0.958453 duration=2.22s file=9655093000000.wav
 383. score=0.958438 duration=2.32s file=9663015000000.wav
 384. score=0.958421 duration=2.40s file=9697171000000.wav
 385. score=0.958402 duration=2.79s file=9710328000000.wav
 386. score=0.958388 duration=2.25s file=9611703000000.wav
 387. score=0.958379 duration=1.93s file=9632000000000.wav
 388. score=0.958371 duration=2.59s file=9802359000000.wav
 389. score=0.958363 duration=2.15s file=9831703000000.wav
 390. score=0.958298 duration=2.30s file=9620203000000.wav
 391. score=0.958267 duration=1.97s file=9771718000000.wav
 392. score=0.958258 duration=2.91s file=9832109000000.wav
 393. score=0.958241 duration=2.54s file=9765312000000.wav
 394. score=0.958230 duration=2.46s file=9703406000000.wav
 395. score=0.958219 duration=2.98s file=9693484000000.wav
 396. score=0.958210 duration=3.02s file=9798578000000.wav
 397. score=0.958157 duration=2.52s file=9832375000000.wav
 398. score=0.958051 duration=2.95s file=9697890000000.wav
 399. score=0.958016 duration=2.96s file=9816093000000.wav
 400. score=0.958014 duration=2.37s file=9679593000000.wav
 401. score=0.957993 duration=2.47s file=9745984000000.wav
 402. score=0.957968 duration=2.86s file=9748031000000.wav
 403. score=0.957950 duration=3.04s file=9794000000000.wav
 404. score=0.957942 duration=2.43s file=9798375000000.wav
 405. score=0.957934 duration=2.76s file=9772578000000.wav
 406. score=0.957931 duration=2.32s file=9604734000000.wav
 407. score=0.957929 duration=2.41s file=9728781000000.wav
 408. score=0.957890 duration=1.86s file=9687109000000.wav
 409. score=0.957879 duration=2.16s file=9630984000000.wav
 410. score=0.957874 duration=2.45s file=9763500000000.wav
 411. score=0.957838 duration=2.31s file=9609000000000.wav
 412. score=0.957819 duration=2.10s file=9808500000000.wav
 413. score=0.957807 duration=2.23s file=9670406000000.wav
 414. score=0.957797 duration=2.41s file=9784890000000.wav
 415. score=0.957782 duration=2.32s file=9634812000000.wav
 416. score=0.957775 duration=2.71s file=9705828000000.wav
 417. score=0.957772 duration=3.12s file=9768843000000.wav
 418. score=0.957751 duration=2.33s file=9697687000000.wav
 419. score=0.957747 duration=2.39s file=9703859000000.wav
 420. score=0.957688 duration=2.19s file=9622312000000.wav
 421. score=0.957674 duration=3.08s file=9796328000000.wav
 422. score=0.957639 duration=3.05s file=9679843000000.wav
 423. score=0.957625 duration=2.48s file=9771500000000.wav
 424. score=0.957606 duration=2.93s file=9779562000000.wav
 425. score=0.957604 duration=3.03s file=9822890000000.wav
 426. score=0.957527 duration=2.01s file=9660562000000.wav
 427. score=0.957523 duration=2.04s file=9634187000000.wav
 428. score=0.957458 duration=2.72s file=9634578000000.wav
 429. score=0.957421 duration=2.82s file=9703625000000.wav
 430. score=0.957378 duration=2.67s file=9641187000000.wav
 431. score=0.957359 duration=2.83s file=9692500000000.wav
 432. score=0.957358 duration=2.38s file=9734609000000.wav
 433. score=0.957351 duration=2.29s file=9602640000000.wav
 434. score=0.957314 duration=2.35s file=9628250000000.wav
 435. score=0.957310 duration=2.83s file=9758625000000.wav
 436. score=0.957252 duration=2.22s file=9736375000000.wav
 437. score=0.957250 duration=2.80s file=9763250000000.wav
 438. score=0.957200 duration=2.65s file=9782093000000.wav
 439. score=0.957195 duration=2.37s file=9731625000000.wav
 440. score=0.957195 duration=2.19s file=9641937000000.wav
 441. score=0.957147 duration=2.82s file=9721796000000.wav
 442. score=0.957145 duration=3.01s file=9766546000000.wav
 443. score=0.957137 duration=2.07s file=9696515000000.wav
 444. score=0.957117 duration=2.48s file=9825437000000.wav
 445. score=0.957008 duration=2.94s file=9677640000000.wav
 446. score=0.956996 duration=1.97s file=9824375000000.wav
 447. score=0.956956 duration=2.83s file=9786328000000.wav
 448. score=0.956845 duration=2.61s file=9812703000000.wav
 449. score=0.956844 duration=3.54s file=9615625000000.wav
 450. score=0.956775 duration=2.32s file=9650109000000.wav
 451. score=0.956775 duration=2.19s file=9615921000000.wav
 452. score=0.956774 duration=2.50s file=9710109000000.wav
 453. score=0.956650 duration=3.15s file=9803093000000.wav
 454. score=0.956455 duration=2.52s file=9791046000000.wav
 455. score=0.956454 duration=2.36s file=9623921000000.wav
 456. score=0.956449 duration=2.93s file=9813750000000.wav
 457. score=0.956413 duration=2.53s file=9756515000000.wav
 458. score=0.956409 duration=2.41s file=9712828000000.wav
 459. score=0.956379 duration=2.76s file=9742359000000.wav
 460. score=0.956361 duration=2.76s file=9696921000000.wav
 461. score=0.956360 duration=2.33s file=9617531000000.wav
 462. score=0.956348 duration=2.35s file=9686437000000.wav
 463. score=0.956330 duration=2.74s file=9676703000000.wav
